customers,zip,branchName
2,13476,"Syracuse - NY"
2,14544,"Rochester - NY"
2,14482,"Rochester - NY"
2,14485,"Rochester - NY"
2,14548,"Rochester - NY"
2,14506,"Rochester - NY"
2,14470,"Rochester - NY"
2,14614,"Rochester - NY"
2,14504,"Rochester - NY"
2,02134,"Providence - RI"
2,02532,"Providence - RI"
2,01566,"Providence - RI"
2,01603,"Providence - RI"
2,01529,"Providence - RI"
2,02052,"Providence - RI"
2,01550,"Providence - RI"
2,02375,"Providence - RI"
2,02563,"Providence - RI"
2,02118,"Providence - RI"
2,02191,"Providence - RI"
2,02881,"Providence - RI"
2,02715,"Providence - RI"
2,02054,"Providence - RI"
2,02536,"Providence - RI"
2,01505,"Providence - RI"
2,01535,"Providence - RI"
2,01571,"Providence - RI"
2,01609,"Providence - RI"
2,01607,"Providence - RI"
2,01770,"Providence - RI"
2,02025,"Providence - RI"
2,01521,"Providence - RI"
2,02538,"Providence - RI"
2,02631,"Providence - RI"
2,15632,"Pittsburgh - PA"
2,15027,"Pittsburgh - PA"
2,15076,"Pittsburgh - PA"
2,16150,"Pittsburgh - PA"
2,15225,"Pittsburgh - PA"
2,15613,"Pittsburgh - PA"
2,15144,"Pittsburgh - PA"
2,15207,"Pittsburgh - PA"
2,15056,"Pittsburgh - PA"
2,15342,"Pittsburgh - PA"
2,15363,"Pittsburgh - PA"
2,15132,"Pittsburgh - PA"
2,15330,"Pittsburgh - PA"
2,16146,"Pittsburgh - PA"
2,06750,"Oxford - CT"
2,06794,"Oxford - CT"
2,06901,"Oxford - CT"
2,32792,"Orlando West - FL"
2,33514,"Orlando West - FL"
2,33538,"Orlando West - FL"
2,32779,"Orlando West - FL"
2,33585,"Orlando West - FL"
2,34741,"Orlando West - FL"
2,34744,"Orlando West - FL"
2,32751,"Orlando West - FL"
2,34747,"Orlando West - FL"
2,14202,"Orchard Park - NY"
2,14033,"Orchard Park - NY"
2,14048,"Orchard Park - NY"
2,14080,"Orchard Park - NY"
2,14136,"Orchard Park - NY"
2,14203,"Orchard Park - NY"
2,14170,"Orchard Park - NY"
2,70437,"Northshore - LA"
2,23436,"Newport News - VA"
2,23898,"Newport News - VA"
2,23432,"Newport News - VA"
2,08904,"New Jersey Central - NJ"
2,08010,"New Jersey Central - NJ"
2,07090,"New Jersey Central - NJ"
2,08858,"New Jersey Central - NJ"
2,08865,"New Jersey Central - NJ"
2,08560,"New Jersey Central - NJ"
2,08530,"New Jersey Central - NJ"
2,07865,"New Jersey Central - NJ"
2,08515,"New Jersey Central - NJ"
2,07853,"New Jersey Central - NJ"
2,08052,"New Jersey Central - NJ"
2,08004,"New Jersey Central - NJ"
2,08804,"New Jersey Central - NJ"
2,08901,"New Jersey Central - NJ"
2,08867,"New Jersey Central - NJ"
2,08825,"New Jersey Central - NJ"
2,07924,"New Jersey Central - NJ"
2,07931,"New Jersey Central - NJ"
2,08829,"New Jersey Central - NJ"
2,08068,"New Jersey Central - NJ"
2,08848,"New Jersey Central - NJ"
2,08065,"New Jersey Central - NJ"
2,07069,"New Jersey Central - NJ"
2,08821,"New Jersey Central - NJ"
2,08854,"New Jersey Central - NJ"
2,08852,"New Jersey Central - NJ"
2,08009,"New Jersey Central - NJ"
2,07092,"New Jersey Central - NJ"
2,79712,"Midland - TX"
2,78538,"McAllen - TX"
2,78576,"McAllen - TX"
2,03857,"Manchester - NH"
2,03281,"Manchester - NH"
2,03825,"Manchester - NH"
2,03861,"Manchester - NH"
2,03835,"Manchester - NH"
2,03070,"Manchester - NH"
2,03844,"Manchester - NH"
2,03234,"Manchester - NH"
2,03823,"Manchester - NH"
2,03290,"Manchester - NH"
2,03269,"Manchester - NH"
2,11975,"Long Island - NY"
2,11020,"Long Island - NY"
2,11598,"Long Island - NY"
2,11724,"Long Island - NY"
2,11096,"Long Island - NY"
2,11941,"Long Island - NY"
2,11514,"Long Island - NY"
2,11559,"Long Island - NY"
2,11435,"Long Island - NY"
2,11426,"Long Island - NY"
2,11427,"Long Island - NY"
2,11955,"Long Island - NY"
2,11558,"Long Island - NY"
2,11960,"Long Island - NY"
2,11959,"Long Island - NY"
2,11565,"Long Island - NY"
2,11422,"Long Island - NY"
2,11507,"Long Island - NY"
2,11797,"Long Island - NY"
2,11796,"Long Island - NY"
2,11596,"Long Island - NY"
2,40507,"Lexington - KY"
2,40510,"Lexington - KY"
2,70647,"Lafayette - LA"
2,70611,"Lafayette - LA"
2,70607,"Lafayette - LA"
2,70525,"Lafayette - LA"
2,70669,"Lafayette - LA"
2,06030,"Hartford - CT"
2,06380,"Hartford - CT"
2,06232,"Hartford - CT"
2,06469,"Hartford - CT"
2,06444,"Hartford - CT"
2,06426,"Hartford - CT"
2,06238,"Hartford - CT"
2,06334,"Hartford - CT"
2,06254,"Hartford - CT"
2,06481,"Hartford - CT"
2,06791,"Hartford - CT"
2,21013,"Harrisburg - PA"
2,21795,"Harrisburg - PA"
2,17508,"Harrisburg - PA"
2,17304,"Harrisburg - PA"
2,21154,"Harrisburg - PA"
2,21791,"Harrisburg - PA"
2,17352,"Harrisburg - PA"
2,17344,"Harrisburg - PA"
2,21218,"Harrisburg - PA"
2,17214,"Harrisburg - PA"
2,21160,"Harrisburg - PA"
2,17034,"Harrisburg - PA"
2,17578,"Harrisburg - PA"
2,21702,"Harrisburg - PA"
2,22124,"DC West - DC"
2,20194,"DC West - DC"
2,22202,"DC West - DC"
2,22312,"DC West - DC"
2,20121,"DC West - DC"
2,22306,"DC West - DC"
2,22213,"DC West - DC"
2,20151,"DC West - DC"
2,20197,"DC West - DC"
2,76022,"Dallas Fort Worth Northwest - TX"
2,76120,"Dallas Fort Worth Northwest - TX"
2,75019,"Dallas Fort Worth Northwest - TX"
2,76111,"Dallas Fort Worth Northwest - TX"
2,75022,"Dallas Fort Worth Northwest - TX"
2,76164,"Dallas Fort Worth Northwest - TX"
2,75234,"Dallas Fort Worth Northwest - TX"
2,76011,"Dallas Fort Worth Northwest - TX"
2,76054,"Dallas Fort Worth Northwest - TX"
2,76040,"Dallas Fort Worth Northwest - TX"
2,76117,"Dallas Fort Worth Northwest - TX"
2,76112,"Dallas Fort Worth Northwest - TX"
2,77905,"Corpus Christi - TX"
2,78407,"Corpus Christi - TX"
2,60173,"Chicago South - IL"
2,60950,"Chicago South - IL"
2,60628,"Chicago South - IL"
2,60408,"Chicago South - IL"
2,60484,"Chicago South - IL"
2,60421,"Chicago South - IL"
2,60428,"Chicago South - IL"
2,60403,"Chicago South - IL"
2,60184,"Chicago South - IL"
2,60640,"Chicago North - IL"
2,60071,"Chicago North - IL"
2,60203,"Chicago North - IL"
2,60660,"Chicago North - IL"
2,60626,"Chicago North - IL"
2,61038,"Chicago North - IL"
2,60040,"Chicago North - IL"
2,14126,"Buffalo - NY"
2,14103,"Buffalo - NY"
2,14008,"Buffalo - NY"
2,01005,"Boston North Shore - MA"
2,01922,"Boston North Shore - MA"
2,01431,"Boston North Shore - MA"
2,01827,"Boston North Shore - MA"
2,01860,"Boston North Shore - MA"
2,02116,"Boston North Shore - MA"
2,01908,"Boston North Shore - MA"
2,01740,"Boston North Shore - MA"
2,01966,"Boston North Shore - MA"
2,02452,"Boston North Shore - MA"
2,01331,"Boston North Shore - MA"
2,01564,"Boston North Shore - MA"
2,01452,"Boston North Shore - MA"
2,01929,"Boston North Shore - MA"
2,01985,"Boston North Shore - MA"
2,61748,"Bloomington - IL"
2,61737,"Bloomington - IL"
2,61770,"Bloomington - IL"
2,61605,"Bloomington - IL"
2,61842,"Bloomington - IL"
2,61732,"Bloomington - IL"
2,70719,"Baton Rouge - LA"
2,70754,"Baton Rouge - LA"
2,70778,"Baton Rouge - LA"
2,70733,"Baton Rouge - LA"
2,70780,"Baton Rouge - LA"
2,70777,"Baton Rouge - LA"
2,12056,"Albany - NY"
2,12204,"Albany - NY"
2,12078,"Albany - NY"
2,12061,"Albany - NY"
2,12185,"Albany - NY"
2,12165,"Albany - NY"
2,12158,"Albany - NY"
2,12801,"Albany - NY"
2,12106,"Albany - NY"
1,12491,"Westchester - NY"
1,12547,"Westchester - NY"
1,10537,"Westchester - NY"
1,12549,"Westchester - NY"
1,10501,"Westchester - NY"
1,10976,"Westchester - NY"
1,10542,"Westchester - NY"
1,10921,"Westchester - NY"
1,10511,"Westchester - NY"
1,13518,"Westchester - NY"
1,12585,"Westchester - NY"
1,10975,"Westchester - NY"
1,12466,"Westchester - NY"
1,10987,"Westchester - NY"
1,12440,"Westchester - NY"
1,12498,"Westchester - NY"
1,12594,"Westchester - NY"
1,10519,"Westchester - NY"
1,12572,"Westchester - NY"
1,12493,"Westchester - NY"
1,10546,"Westchester - NY"
1,10595,"Westchester - NY"
1,12527,"Westchester - NY"
1,12577,"Westchester - NY"
1,12520,"Westchester - NY"
1,23507,"Virginia Beach - VA"
1,13153,"Syracuse - NY"
1,13121,"Syracuse - NY"
1,13490,"Syracuse - NY"
1,10369,"Syracuse - NY"
1,13159,"Syracuse - NY"
1,13316,"Syracuse - NY"
1,13456,"Syracuse - NY"
1,13202,"Syracuse - NY"
1,13157,"Syracuse - NY"
1,13156,"Syracuse - NY"
1,13201,"Syracuse - NY"
1,13480,"Syracuse - NY"
1,13142,"Syracuse - NY"
1,13034,"Syracuse - NY"
1,13440,"Syracuse - NY"
1,13028,"Syracuse - NY"
1,13112,"Syracuse - NY"
1,13110,"Syracuse - NY"
1,13131,"Syracuse - NY"
1,01373,"Springfield - MA"
1,14416,"Rochester - NY"
1,14511,"Rochester - NY"
1,14432,"Rochester - NY"
1,14480,"Rochester - NY"
1,14423,"Rochester - NY"
1,14435,"Rochester - NY"
1,14627,"Rochester - NY"
1,14475,"Rochester - NY"
1,14454,"Rochester - NY"
1,14507,"Rochester - NY"
1,14466,"Rochester - NY"
1,14512,"Rochester - NY"
1,02562,"Providence - RI"
1,02367,"Providence - RI"
1,02093,"Providence - RI"
1,33410,"Providence - RI"
1,02764,"Providence - RI"
1,02120,"Providence - RI"
1,01542,"Providence - RI"
1,02556,"Providence - RI"
1,02334,"Providence - RI"
1,02540,"Providence - RI"
1,02071,"Providence - RI"
1,01082,"Providence - RI"
1,01506,"Providence - RI"
1,02722,"Providence - RI"
1,02812,"Providence - RI"
1,01612,"Providence - RI"
1,02468,"Providence - RI"
1,02615,"Providence - RI"
1,01522,"Providence - RI"
1,01585,"Providence - RI"
1,02876,"Providence - RI"
1,02115,"Providence - RI"
1,02839,"Providence - RI"
1,02032,"Providence - RI"
1,02875,"Providence - RI"
1,02763,"Providence - RI"
1,02824,"Providence - RI"
1,02826,"Providence - RI"
1,02534,"Providence - RI"
1,02553,"Providence - RI"
1,02664,"Providence - RI"
1,02338,"Providence - RI"
1,01611,"Providence - RI"
1,02714,"Providence - RI"
1,15031,"Pittsburgh - PA"
1,16406,"Pittsburgh - PA"
1,16137,"Pittsburgh - PA"
1,15221,"Pittsburgh - PA"
1,15692,"Pittsburgh - PA"
1,15321,"Pittsburgh - PA"
1,16156,"Pittsburgh - PA"
1,15633,"Pittsburgh - PA"
1,16002,"Pittsburgh - PA"
1,16116,"Pittsburgh - PA"
1,16102,"Pittsburgh - PA"
1,16001,"Pittsburgh - PA"
1,15037,"Pittsburgh - PA"
1,15035,"Pittsburgh - PA"
1,15015,"Pittsburgh - PA"
1,16159,"Pittsburgh - PA"
1,15137,"Pittsburgh - PA"
1,15665,"Pittsburgh - PA"
1,16024,"Pittsburgh - PA"
1,32504,"Pensacola - FL"
1,32526,"Pensacola - FL"
1,36574,"Pensacola - FL"
1,06601,"Oxford - CT"
1,06676,"Oxford - CT"
1,06754,"Oxford - CT"
1,06545,"Oxford - CT"
1,06018,"Oxford - CT"
1,06740,"Oxford - CT"
1,060896,"Oxford - CT"
1,06785,"Oxford - CT"
1,06752,"Oxford - CT"
1,34762,"Orlando West - FL"
1,32810,"Orlando West - FL"
1,38837,"Orlando West - FL"
1,34734,"Orlando West - FL"
1,33896,"Orlando West - FL"
1,32811,"Orlando West - FL"
1,24746,"Orlando West - FL"
1,34756,"Orlando West - FL"
1,33521,"Orlando West - FL"
1,32708,"Orlando West - FL"
1,34797,"Orlando West - FL"
1,32805,"Orlando West - FL"
1,32812,"Orlando West - FL"
1,32195,"Orlando West - FL"
1,32839,"Orlando West - FL"
1,32789,"Orlando West - FL"
1,34705,"Orlando West - FL"
1,34480,"Orlando West - FL"
1,32771,"Orlando West - FL"
1,32798,"Orlando West - FL"
1,34758,"Orlando West - FL"
1,14139,"Orchard Park - NY"
1,14026,"Orchard Park - NY"
1,14091,"Orchard Park - NY"
1,14167,"Orchard Park - NY"
1,14070,"Orchard Park - NY"
1,14055,"Orchard Park - NY"
1,70711,"Northshore - LA"
1,70431,"Northshore - LA"
1,23315,"Newport News - VA"
1,23888,"Newport News - VA"
1,23690,"Newport News - VA"
1,23434-7106,"Newport News - VA"
1,23881,"Newport News - VA"
1,23706,"Newport News - VA"
1,23072,"Newport News - VA"
1,23062,"Newport News - VA"
1,23433,"Newport News - VA"
1,23866,"Newport News - VA"
1,07921,"New Jersey Central - NJ"
1,07062,"New Jersey Central - NJ"
1,08555,"New Jersey Central - NJ"
1,07060,"New Jersey Central - NJ"
1,08850,"New Jersey Central - NJ"
1,19007,"New Jersey Central - NJ"
1,07023,"New Jersey Central - NJ"
1,08554,"New Jersey Central - NJ"
1,07946,"New Jersey Central - NJ"
1,08869,"New Jersey Central - NJ"
1,07930,"New Jersey Central - NJ"
1,08802,"New Jersey Central - NJ"
1,08831,"New Jersey Central - NJ"
1,08817,"New Jersey Central - NJ"
1,08810,"New Jersey Central - NJ"
1,08015,"New Jersey Central - NJ"
1,08110,"New Jersey Central - NJ"
1,08611,"New Jersey Central - NJ"
1,08609,"New Jersey Central - NJ"
1,08109,"New Jersey Central - NJ"
1,08880,"New Jersey Central - NJ"
1,08809,"New Jersey Central - NJ"
1,08562,"New Jersey Central - NJ"
1,08019,"New Jersey Central - NJ"
1,08836,"New Jersey Central - NJ"
1,07979,"New Jersey Central - NJ"
1,08026,"New Jersey Central - NJ"
1,71763,"Midland - TX"
1,79720,"Midland - TX"
1,95404,"Midland - TX"
1,79726,"Midland - TX"
1,79760,"Midland - TX"
1,78763,"Midland - TX"
1,78535,"McAllen - TX"
1,78593,"McAllen - TX"
1,78595,"McAllen - TX"
1,03278,"Manchester - NH"
1,03258,"Manchester - NH"
1,03216,"Manchester - NH"
1,03842,"Manchester - NH"
1,03235,"Manchester - NH"
1,03263,"Manchester - NH"
1,03280,"Manchester - NH"
1,03839,"Manchester - NH"
1,03237,"Manchester - NH"
1,03244,"Manchester - NH"
1,03878,"Manchester - NH"
1,03253,"Manchester - NH"
1,03218,"Manchester - NH"
1,03461,"Manchester - NH"
1,03037,"Manchester - NH"
1,03307,"Manchester - NH"
1,03811,"Manchester - NH"
1,03869,"Manchester - NH"
1,03224,"Manchester - NH"
1,03048,"Manchester - NH"
1,03243,"Manchester - NH"
1,03249,"Manchester - NH"
1,03862,"Manchester - NH"
1,03083,"Manchester - NH"
1,79350,"Lubbock - TX"
1,789407,"Lubbock - TX"
1,11364,"Long Island - NY"
1,11366,"Long Island - NY"
1,11548,"Long Island - NY"
1,11931,"Long Island - NY"
1,11518,"Long Island - NY"
1,11357,"Long Island - NY"
1,11804,"Long Island - NY"
1,11365,"Long Island - NY"
1,11569,"Long Island - NY"
1,11076,"Long Island - NY"
1,11944,"Long Island - NY"
1,11516,"Long Island - NY"
1,11023,"Long Island - NY"
1,11972,"Long Island - NY"
1,11432,"Long Island - NY"
1,11765,"Long Island - NY"
1,11957,"Long Island - NY"
1,11739,"Long Island - NY"
1,11363,"Long Island - NY"
1,11948,"Long Island - NY"
1,11958,"Long Island - NY"
1,11428,"Long Island - NY"
1,40348,"Lexington - KY"
1,40370,"Lexington - KY"
1,43042,"Lexington - KY"
1,40379,"Lexington - KY"
1,40360,"Lexington - KY"
1,40506,"Lexington - KY"
1,40385,"Lexington - KY"
1,70663,"Lafayette - LA"
1,70591,"Lafayette - LA"
1,70546,"Lafayette - LA"
1,70526,"Lafayette - LA"
1,06503,"Hartford - CT"
1,06023,"Hartford - CT"
1,06359,"Hartford - CT"
1,06063,"Hartford - CT"
1,06330,"Hartford - CT"
1,06438,"Hartford - CT"
1,06226,"Hartford - CT"
1,06149,"Hartford - CT"
1,06780,"Hartford - CT"
1,06120,"Hartford - CT"
1,06057,"Hartford - CT"
1,06060,"Hartford - CT"
1,17041,"Harrisburg - PA"
1,17130,"Harrisburg - PA"
1,21757,"Harrisburg - PA"
1,21152,"Harrisburg - PA"
1,21798,"Harrisburg - PA"
1,10750,"Harrisburg - PA"
1,17093,"Harrisburg - PA"
1,17026,"Harrisburg - PA"
1,17088,"Harrisburg - PA"
1,17501,"Harrisburg - PA"
1,17318,"Harrisburg - PA"
1,21722,"Harrisburg - PA"
1,17314,"Harrisburg - PA"
1,17505,"Harrisburg - PA"
1,21220,"Harrisburg - PA"
1,17572,"Harrisburg - PA"
1,21155,"Harrisburg - PA"
1,17252,"Harrisburg - PA"
1,17560,"Harrisburg - PA"
1,17329,"Harrisburg - PA"
1,21733,"Harrisburg - PA"
1,21133,"Harrisburg - PA"
1,21204,"Harrisburg - PA"
1,21767,"Harrisburg - PA"
1,21053,"Harrisburg - PA"
1,21087,"Harrisburg - PA"
1,17565,"Harrisburg - PA"
1,21774,"Harrisburg - PA"
1,21132,"Harrisburg - PA"
1,17535,"Harrisburg - PA"
1,17236,"Harrisburg - PA"
1,17105,"Harrisburg - PA"
1,20143,"DC West - DC"
1,22311,"DC West - DC"
1,16127,"DC West - DC"
1,22305,"DC West - DC"
1,22301,"DC West - DC"
1,22006,"DC West - DC"
1,20119,"DC West - DC"
1,22041,"DC West - DC"
1,22307,"DC West - DC"
1,22191,"DC West - DC"
1,22304,"DC West - DC"
1,20198,"DC West - DC"
1,22079,"DC West - DC"
1,22204,"DC West - DC"
1,22308,"DC West - DC"
1,22033,"DC West - DC"
1,22314,"DC West - DC"
1,76014,"Dallas Fort Worth Northwest - TX"
1,76103,"Dallas Fort Worth Northwest - TX"
1,76205,"Dallas Fort Worth Northwest - TX"
1,75051,"Dallas Fort Worth Northwest - TX"
1,76210,"Dallas Fort Worth Northwest - TX"
1,75039,"Dallas Fort Worth Northwest - TX"
1,76104,"Dallas Fort Worth Northwest - TX"
1,76005,"Dallas Fort Worth Northwest - TX"
1,78441,"Corpus Christi - TX"
1,78401,"Corpus Christi - TX"
1,77968,"Corpus Christi - TX"
1,78358,"Corpus Christi - TX"
1,77951,"Corpus Christi - TX"
1,60513,"Chicago South - IL"
1,60526,"Chicago South - IL"
1,60455,"Chicago South - IL"
1,60216,"Chicago South - IL"
1,60162,"Chicago South - IL"
1,60520,"Chicago South - IL"
1,60482,"Chicago South - IL"
1,60472,"Chicago South - IL"
1,60147,"Chicago South - IL"
1,60458,"Chicago South - IL"
1,60545,"Chicago South - IL"
1,60511,"Chicago South - IL"
1,60637,"Chicago South - IL"
1,60163,"Chicago South - IL"
1,60803,"Chicago South - IL"
1,60104,"Chicago South - IL"
1,60915,"Chicago South - IL"
1,60418,"Chicago South - IL"
1,60176,"Chicago South - IL"
1,60425,"Chicago South - IL"
1,60461,"Chicago South - IL"
1,60657,"Chicago North - IL"
1,60034,"Chicago North - IL"
1,61104,"Chicago North - IL"
1,60180,"Chicago North - IL"
1,60029,"Chicago North - IL"
1,61101,"Chicago North - IL"
1,61072,"Chicago North - IL"
1,60145,"Chicago North - IL"
1,60072,"Chicago North - IL"
1,12604,"Buffalo - NY"
1,14303,"Buffalo - NY"
1,14145,"Buffalo - NY"
1,02114,"Boston North Shore - MA"
1,01434,"Boston North Shore - MA"
1,01468,"Boston North Shore - MA"
1,02109,"Boston North Shore - MA"
1,01366,"Boston North Shore - MA"
1,01640,"Boston North Shore - MA"
1,01474,"Boston North Shore - MA"
1,09122,"Boston North Shore - MA"
1,61530,"Bloomington - IL"
1,61735,"Bloomington - IL"
1,61523,"Bloomington - IL"
1,61851,"Bloomington - IL"
1,61561,"Bloomington - IL"
1,61854,"Bloomington - IL"
1,61864,"Bloomington - IL"
1,61554,"Bloomington - IL"
1,61733,"Bloomington - IL"
1,61875,"Bloomington - IL"
1,70449,"Baton Rouge - LA"
1,70744,"Baton Rouge - LA"
1,70721,"Baton Rouge - LA"
1,12022,"Albany - NY"
1,12477,"Albany - NY"
1,12041,"Albany - NY"
1,12196,"Albany - NY"
1,12092,"Albany - NY"
1,12043,"Albany - NY"
1,12087,"Albany - NY"
1,12058,"Albany - NY"
1,12075,"Albany - NY"
1,12451,"Albany - NY"
1,12871,"Albany - NY"
1,12029,"Albany - NY"
1,12865,"Albany - NY"
1,12157,"Albany - NY"
1,12074,"Albany - NY"
1,12033,"Albany - NY"
1,12850,"Albany - NY"
1,12160,"Albany - NY"
1,12114,"Albany - NY"
1,12583,"Albany - NY"
1,12828,"Albany - NY"
1,12062,"Albany - NY"
1,12849,"Albany - NY"
1,12845,"Albany - NY"
1,12094,"Albany - NY"
1,12070,"Albany - NY"
1,12410,"Albany - NY"
1,12140,"Albany - NY"
1,12834,"Albany - NY"
1,12059,"Albany - NY"
1,12068,"Albany - NY"
